№;НАЗВАНИЕ;РУБРИКА;ПОДРУБРИКА;РЕГИОН;ГОРОД;АДРЕС;ТЕЛЕФОН;ТЕЛЕФОН;ТЕЛЕФОН;СОТОВЫЙ;EMAIL;САЙТ;X;Y
1118877933;Адвокатская контора № 32 Коллегии адвокатов Московская городская коллегия адвокатов;Услуги;Адвокаты;Московская область;Москва;Старый Гай улица 12;+7(495)3759000;+7(495)3703300;;;;;55.738961;37.828128;
1163871141;Столичная коллегия адвокатов;Услуги;Адвокаты;Московская область;Москва;Новогиреевская улица 29, корп.1;+7(495)3025153;;;;;;55.75511;37.797828;
1010353682;Адвокаты Москвы - Ломжина и Медведева;Услуги;Адвокаты;Московская область;Москва;Волгоградский проспект 26, стр. 1, оф. 507;+7(965)4101742;+7(495)7128989;;+79037445806;info@advokatessi.ru;http://advokatessi.ru;55.726294;37.680949;
1181530440;Адвокат Петрова О.В.;Услуги;Адвокаты;Московская область;Москва;улица Золоторожский Вал 32;;;;+79099707060;;;55.74978;37.683383;
1016217761;Адвокат Зазвонов Д.К.;Услуги;Адвокаты;Московская область;Железнодорожный;улица Луговая 12;;;;+79295425411;;http://zazvonov.ru;55.74627;38.0351;
1209031291;Адвокат Журавлев Владимир Владимирович;Услуги;Адвокаты;Московская область;Железнодорожный;улица Свободы 5;;;;+79859953785;;;55.747464;37.969865;
1041966976;Адвокат по уголовным делам;Услуги;Адвокаты;Московская область;Железнодорожный;улица Некрасова 12;;;;+79165091802;info@mrka-region.ru;http://mrka-region.ru;55.74899;37.999051;
1159711091;Адвокат Кушнарев Иван Анатольевич;Услуги;Адвокаты;Московская область;Москва;Краснобогатырская улица 2, стр. 84;;;;+79262215547;pl08071985@gmail.com;http://advokatkushnarev.ru;55.814259;37.694432;
1198413255;Адвокат Голубев Владимир Васильевич;Услуги;Адвокаты;Московская область;Москва;улица Пермская 11, вл. 1;;;;+79265286520;;http://адвокат-голубев.рф;55.821128;37.728766;
1141620918;Адвокат Шульгин А.Н.;Услуги;Адвокаты;Московская область;Москва;улица 3-я Бухвостова 4, вход №3, оф. 12;+7(495)5173981;;;;;;55.800473;37.706694;
1165979786;Адвокат Поляков Максим Анатольевич;Услуги;Адвокаты;Московская область;Москва;Зелёный проспект 3/10, стр. 15;+7(495)5187262;;;;;;55.748711;37.769819;
1020838343;Адвокат Лихачёв С.Д.;Услуги;Адвокаты;Московская область;Железнодорожный;Граничная улица 22, оф. 138;;;;+79859774451;;;55.745934;37.983869;
1206557465;Жилищные юристы и адвокаты;Услуги;Адвокаты;Московская область;Москва;Щелковское шоссе 68;+7(499)7557185;;;;;http://housinglawyer.ru;55.810061;37.807144;
1235824705;Жилищные юристы и адвокаты;Услуги;Адвокаты;Московская область;Москва;Бакунинская улица 23/41;+7(499)7557185;;;;;http://housinglawyer.ru;55.775636;37.684587;
1138421985;Адвокат, Юридическое бюро Кейс;Услуги;Адвокаты;Московская область;Москва;Нижегородская улица 32, стр. 5, оф. 713;+7(495)4104209;;;;;;55.736691;37.693857;
1238644624;Жилищные юристы и адвокаты;Услуги;Адвокаты;Московская область;Москва;Сокольническая площадь 4, корп.1;+7(499)7557185;;;;;http://housinglawyer.ru;55.789436;37.678227;
1042050177;Московская коллегия адвокатов Солидарность;Услуги;Адвокаты;Московская область;Москва;Семеновская площадь 7;+7(495)6379197;;;;;;55.783463;37.720232;
1167236521;Адвокат Агаев Рамис Арифович;Услуги;Адвокаты;Московская область;Москва;улица Владимирская 1-я 31;;;;+79262246796;;;55.752257;37.779009;
1139523438;Адвокат Шевченко Наталья Александровна;Услуги;Адвокаты;Московская область;Москва;Преображенская площадь 2;;;;+79067676720;;http://advokat-shevchenko.ru;55.794917;37.709057;
1179302797;Адвокат по семейным делам;Услуги;Адвокаты;Московская область;Москва;Электрозаводская улица 32;;;;+79255372961;;;55.790919;37.708185;
1179151686;Адвокат Знаменский Сергей Михайлович;Услуги;Адвокаты;Московская область;Москва;Новорогожская улица 30;;;;+79263905151;advocat@znamenski.com;http://znamenski.com;55.739189;37.68906;
1159590774;Адвокат Таранищенко Н.М.;Услуги;Адвокаты;Московская область;Москва;Миллионная улица 11, корп.1;;;;+79154562108;advokat.tnm@gmail.com;http://advokat-tnm.ru;55.816708;37.696507;
1237578250;Адвокат Морозова Е.А.;Услуги;Адвокаты;Московская область;Москва;улица Первомайская 33;;;;+79160868003;;;55.792954;37.781802;
1268177545;Адвокат Манукян Юрий Игоревич;Услуги;Адвокаты;Московская область;Москва;16-я Парковая улица 16;;;;+79299777370;;;55.800787;37.830141;
1089667835;Адвокат Чернов С.В.;Услуги;Адвокаты;Московская область;Москва;9-я Парковая улица 59, корп.1;;;;+79035509858;chernov03@mail.ru;http://advokat-chernov.ru;55.807764;37.798116;
1050803547;Адвокат Шеина Е.А.;Услуги;Адвокаты;Московская область;Железнодорожный;улица Новая 11, пом. 1а;;;;+79250225321;;;55.748295;38.014664;
1132240625;Международная коллегия адвокатов ВеликаРосс;Услуги;Адвокаты;Московская область;Москва;Свободный проспект 21/2;+7(495)9185900;+7(925)0779592;;+79152440004;;http://velikaross.com;55.758311;37.820502;
1146634712;Адвокат Трегуб О.А.;Услуги;Адвокаты;Московская область;Москва;Рубцовская набережная 4, корп.3;+7(495)6322697;;;;;;55.776082;37.698699;
1054713797;Адвокат Смоленцев С.А.;Услуги;Адвокаты;Московская область;Железнодорожный;Комсомольский проезд 4;;;;+79032254665;stanislav7878@mail.ru;;55.745802;38.017215;
1197546606;Адвокат Антипин Владимир Витальевич;Услуги;Адвокаты;Московская область;Москва;улица Золоторожский Вал 32;+7(495)9686695;;;;;;55.74978;37.683383;
1115104524;Адвокат Бунин О.Ю.;Услуги;Адвокаты;Московская область;Железнодорожный;Советская улица 18, оф. 3;;;;+79262216077;barrister77@mail.ru;http://бунин.com;55.750261;38.018302;
